Aircraft Registration,Trax,Non-Routine/ Complaint/ WO Number,.pdf Document Name,Reported Date,ATA,Sub-ATA,Section,To Section,Station,Plus,mm/ Inch,To Station,Plus,mm/ Inch,Stringer,Plus,mm/ Inch,To Stringer,Plus,mm/ Inch,Water Line,To Water Line,Buttock Line,To Buttock Line,Damage Type,Component,Component,In Limits,In Limits Acc. Maint Data,Repair Performed,Repair Type,Repair Maintenance Data,Dimension:,mm/ Inch,Dimension,mm/ Inch,,mm/ Inch,Blend Repair,Blend Width,mm/ Inch,Blend Length,mm/ Inch,Blend Remaining Thickness,mm/ Inch,"Repair Status (A,B,C, N/A)",Major Repair,
,Defect Report Number,(MRO's reference number),,,,,,,,,,,,,,,,,,,,,,,,PN,SN,IN/OUT,,Y/N,,,(L) ,,(W) ,,Dimension,,Y/N,,,,,,,,Y/N,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Y),,,,,,,,,,,
PH-HSJ,,WO 5738273-1 Seq 496,WO 5738273,1/25/2022,53,0,,47,1006,-155,mm,,,,S-15L,60,mm,,,,,,,,DENT,,,IN,SRM 53-00-01 AD 1,N,DENT (IN LIMITS),,41,mm,20,mm,"0,42",mm,,,,,,,,,,
PH-HSJ,,WO 5738291-1 Seq 497 (Scratch 1),WO 5738291,1/25/2022,57,53,,WING RH,FLAP-MN-IN,,,,,,,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 57-53-01-1A,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738291-1 Seq 497 (Scratch 2),WO 5738291,1/25/2022,57,53,,WING RH,FLAP-MN-IN,,,,,,,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 57-53-01-1A,,,,,,,Y,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738332-1 Seq 503 (Hole 1),WO 5738332,1/25/2022,55,10,,HOR STAB R,,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738337-1 Seq 504 (Hole 6),WO 5738337,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,EL-94.07,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738337-1 Seq 504 (Hole 7),WO 5738337,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,EL-94.07,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,REVISIT at END - missing holes,WO 5738339-1 Seq 505 (Hole 9),WO 5738339,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,EL-121.59,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738350-1 Seq 506,WO 5738350,1/25/2022,57,42,,WING LH,SLAT-3,,,,,,,,,,,,,,,,DENT,114A5030-207,5102,IN,SRM 57-42-01 AD1 CZT-TAV-22-0037-01C,N,DENT (IN LIMITS),,18,mm,18,mm,"0,54",mm,,,,,,,,,,
PH-HSJ,,WO 5738359-1 Seq 507 (Hole 10),WO 5738359,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738359-1 Seq 507 (Hole 11),WO 5738359,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738359-1 Seq 507 (Hole 16),WO 5738359,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738359-1 Seq 507 (Hole 17),WO 5738359,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738369-1 Seq 509 (Hole 18),WO 5738369,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738369-1 Seq 509 (Hole 19),WO 5738369,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738374-1 Seq 512 (Hole 2),WO 5738374,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738374-1 Seq 512 (Hole 3),WO 5738374,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738374-1 Seq 512 (Hole 4),WO 5738374,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738374-1 Seq 512 (Hole 5),WO 5738374,1/25/2022,55,10,,HOR STAB R,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738375-1 Seq 513 (Dent 1),WO 5738375,1/25/2022,57,53,,WING RH,FLAP-MN-OB,,,,,,,,,,,,,,,,DENT,,,IN,SRM 57-53-01 AD 1,N,DENT (IN LIMITS),,"13,5",mm,13,mm,"0,41",mm,,,,,,,,,,
PH-HSJ,,WO 5738375-1 Seq 513 (Dent 2),WO 5738375,1/25/2022,57,53,,WING RH,FLAP-MN-OB,,,,,,,,,,,,,,,,DENT,,,IN,SRM 57-53-01 AD 1,N,DENT (IN LIMITS),,12,mm,11,mm,"0,34",mm,,,,,,,,,,
PH-HSJ,,WO 5738376-1 Seq 514 (Hole 8),WO 5738376,1/25/2022,55,10,,HOR STAB R,EL-94.07,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0053-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738377-1 Seq 515 (Hole 12),WO 5738377,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738377-1 Seq 515 (Hole 13),WO 5738377,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738377-1 Seq 515 (Hole 14),WO 5738377,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738377-1 Seq 515 (Hole 15),WO 5738377,1/25/2022,55,10,,HOR STAB R,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738378-1 Seq 516 (Hole 20),WO 5738378,1/25/2022,55,10,,HOR STAB R,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,RDR No.CZT-TAV-22-0053-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738378-1 Seq 516 (Hole 21),WO 5738378,1/25/2022,55,10,,HOR STAB R,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,RDR No.CZT-TAV-22-0053-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738378-1 Seq 516 (Hole 22),WO 5738378,1/25/2022,55,10,,HOR STAB R,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,RDR No.CZT-TAV-22-0053-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738378-1 Seq 516 (Hole 23),WO 5738378,1/25/2022,55,10,,HOR STAB R,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FREEZE PLUG,RDR No.CZT-TAV-22-0053-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738379-1 Seq 517 (Hole 24),WO 5738379,1/25/2022,55,10,,HOR STAB R,EL-195.00,,,EL-213.32,,,,,,,,,,,,,CORROSION,186A2000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0052-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738381-1 Seq 518 (Hole 1),WO 5738381,1/25/2022,55,10,,HOR STAB L,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738381-1 Seq 518 (Hole 2),WO 5738381,1/25/2022,55,10,,HOR STAB L,EL-66.54,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738382-1 Seq 519 (Hole 5),WO 5738382,1/25/2022,55,10,,HOR STAB L,EL-94.07,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,RDR No.CZT-TAV-22-0051-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738383-1 Seq 520 (Hole 8),WO 5738383,1/25/2022,55,10,,HOR STAB L,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738383-1 Seq 520 (Hole 9),WO 5738383,1/25/2022,55,10,,HOR STAB L,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738383-1 Seq 520 (Hole 10),WO 5738383,1/25/2022,55,10,,HOR STAB L,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,CZT-TAV-22-0052-03C FAA 8100-9,,,,,,,,,,,,,,CAT-B,N,
PH-HSJ,,WO 5738387-1 Seq 521 (Hole 11),WO 5738387,1/25/2022,55,10,,HOR STAB L,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0051-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738387-1 Seq 521 (Hole 12),WO 5738387,1/25/2022,55,10,,HOR STAB L,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0051-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738387-1 Seq 521 (Hole 13),WO 5738387,1/25/2022,55,10,,HOR STAB L,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0051-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738387-1 Seq 521 (Hole 14),WO 5738387,1/25/2022,55,10,,HOR STAB L,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,RDR No.CZT-TAV-22-0051-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738388-1 Seq 522 (Hole 3),WO 5738388,1/25/2022,55,10,,HOR STAB L,EL-66.54,,,EL-94.07,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738388-1 Seq 522 (Hole 4),WO 5738388,1/25/2022,55,10,,HOR STAB L,EL-66.54,,,EL-94.07,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FREEZE PLUG,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738389-1 Seq 523 (Hole 6),WO 5738389,1/25/2022,55,10,,HOR STAB L,EL-94.07,,,EL-121.59,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5738389-1 Seq 523 (Hole 7),WO 5738389,1/25/2022,55,10,,HOR STAB L,EL-94.07,,,EL-121.59,,,,,,,,,,,,,CORROSION,186A1000-45,2880,OUT,,Y,FASTENER REPLACEMENT,SRM 55-10-13 Repair 3,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5741491-1 Seq 549,WO 5741491,1/31/2022,53,40,,44,,,,,,,,,,,,,,,,,DELAM,149A7652-13,,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 repair 1 CM 155543,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5741492-1 Seq 550,WO 5741492,1/31/2022,53,40,,44,,,,,,,,,,,,,,,,,DELAM,149A7653-5,,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 repair 1 CM 155544,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5741493-1 Seq 551,WO 5741493,1/31/2022,53,40,,44,,,,,,,,,,,,,,,,,DELAM,149A7654-11,,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 repair 1 CM 155545,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5741495-1 Seq 552,WO 5741495,1/31/2022,53,40,,44,,,,,,,,,,,,,,,,,CHAFING,149A7655-22,,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 repair 9 CM 155582,,,,,,,,,,,,,,CAT-A,N,
PH-HSJ,,WO 5741527-1 Seq 555,WO 5741527,1/2/2022,53,10,,41,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-10-14-1A,,,,,,,,,,,,,,CAT-C,N,
PH-HSJ,,WO 5741528-1 Seq 556,WO 5741528,1/2/2022,53,10,,41,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-10-14-1A,,,,,,,,,,,,,,CAT-C,N,
PH-HSJ,,WO 5742968-1 Seq 573 (Position 1),WO 5742968,4/2/2022,54,10,,INTAKE LH,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 54-10-01-01,,,,,,,Y,28,mm,28,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5742968-1 Seq 573 (Position 2),WO 5742968,4/2/2022,54,10,,INTAKE LH,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 54-10-01-01,,,,,,,Y,34,mm,34,mm,,mm,CAT-A,N,
PH-HSJ,,WO 5742968-1 Seq 573 (Position 3),WO 5742968,4/2/2022,54,10,,INTAKE LH,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 54-10-01-01,,,,,,,Y,32,mm,32,mm,,mm,CAT-A,N,
PH-HSB,,WO 5472267-1 (LH Side),WO 5472267,2/2/2022,53,10,44,,,,,706,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-40-13 AD 1,,,,,,,Y,20,mm,30,mm,,,,,
PH-HSB,,WO 5473233-1,WO 5473233,7/2/2022,53,40,46,,727A,,,,,,S-1,,,S-2R,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0072B,,,,,,,Y,48,mm,21,mm,,,,,
PH-HSB,,WO 5736590-1,WO 5736590,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CRACK,314-2100-3,2602001,OUT,,Y,,CM 155455,,,,,,,,,,,,,,,,
PH-HSB,,WO 5736596-1 (Corrosion 1),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,25,mm,40,mm,"1,58",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 2),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,35,mm,50,mm,"1,53",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 3),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,30,mm,30,mm,"1,61",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 4),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,35,mm,40,mm,"1,53",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 5),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,40,mm,45,mm,"1,58",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 6),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,30,mm,40,mm,"1,58",mm,CAT-A,N,
PH-HSB,,WO 5736596-1 (Corrosion 7),WO 5736596,1/19/2022,54,10,INTAKE RH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,2602001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,25,mm,30,mm,"1,57",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 1),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,40,mm,40,mm,"1,45",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 2),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,40,mm,40,mm,"1,59",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 3),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,30,mm,35,mm,"1,55",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 4),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,25,mm,25,mm,"1,57",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 5),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,30,mm,30,mm,"1,60",mm,CAT-A,N,
PH-HSB,,WO 5736598-1 (Corrosion 6),WO 5736598,1/19/2022,54,10,INTAKE LH,,,,,,,,,,,,,,,,,,CORROSION,314-2100-3,6490001,OUT,,Y,BLEND REPAIR,SRM 54-10-01 AD1,,,,,,,Y,30,mm,30,mm,"1,60",mm,CAT-A,N,
PH-HSB,,WO 5737461-1,WO 5737461,1/21/2022,57,70,WING RH,,WINGTIP,,,,,,,,,,,,,,,,CORROSION,737-0010-36,C1590,OUT,,Y,BLEND REPAIR,Plate replaced,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737512-1,WO 5737512,1/21/2022,57,70,WING LH,,WINGTIP,,,,,,,,,,,,,,,,CORROSION,737-0010-36,C1590,OUT,,Y,BLEND REPAIR,Plate replaced,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737544-1,WO 5737544,1/22/2022,51,10,46,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0068-06B,,,,,,,Y,12,mm,20,mm,"1,7",mm,CAT-A,N,
PH-HSB,,WO 5737598-1,WO 5737598,1/22/2022,57,51,WING RH,,,,,,,,,,,,,,,,,,DELAM,,,OUT,,Y,COMPOSITE REPAIR,CM 155174 SRM 57-51-01 Repair 1,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737601-1,WO 5737601,1/22/2022,57,51,WING LH,,,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,COMPOSITE REPAIR,CM 155173 SRM 57-51-01 Repair 1,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737608-1,WO 5737608,1/22/2022,57,51,WING RH,,,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,COMPOSITE REPAIR,CM 155172 SRM 57-51-01 Repair 1,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737614-1,WO 5737614,1/22/2022,53,40,43,,,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,COMPOSITE REPAIR,CM 155171 SRM 53-40-70 Repair 1,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737760-1,WO 5737760,1/23/2022,57,51,WING LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737781-1,WO 5737781,1/23/2022,55,10,HOR STAB R,,,,,EL-250.04,,,,,,,,,,,,,CORROSION,186A2000-41,1709,OUT,,Y,SPLICE REPAIR,CZT-TAV-22-0059-08B,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737788-1,WO 5737788,1/23/2022,55,10,HOR STAB R,,,,,,,,,,,,,,,,,,CORROSION,186A2000-41,1709,OUT,,Y,,CZT-TAV-22-0059-08B FAA 8100-9 ,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,WO 5737790-1,WO 5737790,1/23/2022,55,10,HOR STAB R,,EL-66.54,,,EL-176.64,,,,,,,,,,,,,CORROSION,186A2000-41,1709,OUT,,Y,,CZT-TAV-22-0057-06B FAA 8100-9 ,,,,,,,,,,,,,,CAT-B,N,
PH-HSB,,WO 5737795-1,WO 5737795,1/23/2022,55,10,HOR STAB L,,EL-94.07,,,EL-176.64,,,,,,,,,,,,,CORROSION,186A1000-41,1709,OUT,,Y,SPLICE REPAIR,CZT-TAV-22-0044-05B,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,WO 5737797-1,WO 5737797,1/23/2022,55,10,HOR STAB L,,EL-94.07,,,EL-176.64,,,,,,,,,,,,,CORROSION,186A1000-41,1709,OUT,,Y,,CZT-TAV-22-0045-05B,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,WO 5737800-1,WO 5737800,1/23/2022,55,10,HOR STAB L,,EL-94.07,,,EL-176.64,,,,,,,,,,,,,CORROSION,186A1000-41,1709,OUT,,Y,,CZT-TAV-22-0046-06B FAA 8100-9 ,,,,,,,,,,,,,,CAT-B,N,
PH-HSB,,WO 5737938-1,WO 5737938,1/24/2022,57,30,WING RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737984-1,WO 5737984,1/24/2022,55,10,VERT STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH-HSB,,WO 5737998-1,WO 5737998,1/24/2022,57,70,WING LH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0071-02B,,,,,,,,,,,,,,CAT-A,N,
PH-HSB,,WO 5738005-1,WO 5738005,1/25/2022,53,0,46,,727H,,,787,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-0053 AD2,,,,,,,Y,50,mm,50,mm,"0,94",mm,CAT-A,N,
PH-HSB,,WO 5738006-1,WO 5738006,1/25/2022,53,0,46,,727E,,,727G,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-0053 AD2,,,,,,,Y,50,mm,50,mm,"0,93",mm,CAT-A,N,
PH-HSB,,WO 5738250-1 (Area 1),WO 5738250,1/25/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0042-02B,,,,,,,Y,20,mm,33,mm,,mm,CAT-C,N,
PH-HSB,,WO 5738250-1 (Area 2),WO 5738250,1/25/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0042-02B,,,,,,,Y,20,mm,17,mm,,mm,CAT-C,N,
PH-HSB,,WO 5738250-1 (Area 3),WO 5738250,1/25/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,RDR No CZT-TAV-22-0042-02B,,,,,,,Y,22,mm,18,mm,,mm,CAT-C,N,
PH-HSB,,WO 5738542-1,WO 5738542,1/26/2022,57,70,WING RH,,,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,,CM 155477 refers,,,,,,,,,,,,,,,,
